"ChIJDX_zRVMLj4ARm_ACgqMNoPU","Katja Rimmi Interiors","http://www.katjarimmi.com/"," +1 650-504-2220 ","Address: Half Moon Bay, CA 94019, United States ","https://www.google.com/maps/place/Katja+Rimmi+Interiors/data=!4m7!3m6!1s0x808f0b5345f37f0d:0xf5a00da38202f09b!8m2!3d37.4634654!4d-122.4285964!16s%2Fg%2F1tf31ml1!19sChIJDX_zRVMLj4ARm_ACgqMNoPU?authuser=0&hl=en&rclk=1",katja@katjarimmi.com, 20katja@katjarimmi.com
"ChIJx5iZoC0ZQYURnEcT7UQ4uRQ","Dufour Design","http://dufour-design.com/"," +1 415-742-2271 ","Address: 1700 El Camino Real Spc 10-7, South San Francisco, CA 94080, United States ","https://www.google.com/maps/place/Dufour+Design/data=!4m7!3m6!1s0x8541192da09998c7:0x14b93844ed13479c!8m2!3d37.6666744!4d-122.4509832!16s%2Fg%2F11tdl6g8rf!19sChIJx5iZoC0ZQYURnEcT7UQ4uRQ?authuser=0&hl=en&rclk=1",info@dufour-design.com, john@doe.com
"ChIJg5oWfKR7j4ARIZ9mbAXm-kA","Creative Interiors","No Value"," +1 650-359-8330 ","Address: 607 Beaumont Blvd, Pacifica, CA 94044, United States ","https://www.google.com/maps/place/Creative+Interiors/data=!4m7!3m6!1s0x808f7ba47c169a83:0x40fae6056c669f21!8m2!3d37.6518231!4d-122.4837824!16s%2Fg%2F1tdx4c3z!19sChIJg5oWfKR7j4ARIZ9mbAXm-kA?authuser=0&hl=en&rclk=1",undefined
"ChIJz8df4hq-woAR-_UysJXAxrY","B. David Levine","http://www.bdavidlevine.com/"," +1 310-854-1884 ","Address: 918 N La Cienega Blvd, Los Angeles, CA 90069, United States ","https://www.google.com/maps/place/B.+David+Levine/data=!4m7!3m6!1s0x80c2be1ae25fc7cf:0xb6c6c095b032f5fb!8m2!3d34.0875729!4d-118.376266!16s%2Fg%2F1pwfd8jq3!19sChIJz8df4hq-woAR-_UysJXAxrY?authuser=0&hl=en&rclk=1",info@bdavidlevine.com, salesdept@bdavidlevine.com
"ChIJTVhrnIe7woARB7pHaHDmnjg","Buda Design","http://www.budadesign.com/"," +1 310-475-6272 ","Address: 10510 Wellworth Ave, Los Angeles, CA 90024, United States ","https://www.google.com/maps/place/Buda+Design/data=!4m7!3m6!1s0x80c2bb879c6b584d:0x389ee6706847ba07!8m2!3d34.0612302!4d-118.4306555!16s%2Fg%2F1v3khsc9!19sChIJTVhrnIe7woARB7pHaHDmnjg?authuser=0&hl=en&rclk=1",info@budadesign.com
"ChIJ6eoSu3m8woARJVV7WZ81Ft4","Fields Ron","http://www.ronfieldsdesigns.com/"," +1 310-474-5509 ","Address: 10430 Wilshire Blvd # 304, Los Angeles, CA 90024, United States ","https://www.google.com/maps/place/Fields+Ron/data=!4m7!3m6!1s0x80c2bc79bb12eae9:0xde16359f597b5525!8m2!3d34.065704!4d-118.4300738!16s%2Fg%2F1txfpd_q!19sChIJ6eoSu3m8woARJVV7WZ81Ft4?authuser=0&hl=en&rclk=1",ron@ronfieldsdesigns.com
"ChIJawmQr4a7woAR4C6_SirGSOI","studio mg interiors, inc.","http://studiomginteriors.com/"," +1 310-795-0216 ","Address: 10647 Wilkins Ave #304, Los Angeles, CA 90024, United States ","https://www.google.com/maps/place/studio+mg+interiors,+inc./data=!4m7!3m6!1s0x80c2bb86af90096b:0xe248c62a4abf2ee0!8m2!3d34.056904!4d-118.43318!16s%2Fg%2F11c1nyqtpg!19sChIJawmQr4a7woAR4C6_SirGSOI?authuser=0&hl=en&rclk=1",info@studiomginteriors.com
"ChIJz6Oc4jS5woAR48CpFknq5VQ","William Emmerson","http://www.williamemmerson.com/","No value","Address: 9663 Santa Monica Blvd #576, Los Angeles, CA 90024, United States ","https://www.google.com/maps/place/William+Emmerson/data=!4m7!3m6!1s0x80c2b934e29ca3cf:0x54e5ea4916a9c0e3!8m2!3d34.0691217!4d-118.4067693!16s%2Fg%2F1tj7wn43!19sChIJz6Oc4jS5woAR48CpFknq5VQ?authuser=0&hl=en&rclk=1",info@williamemmerson.com
"ChIJMW7p6aa-woARfc0NxA8Cmb0","Brown-Buckley Inc","https://www.brownbuckleyinc.com/"," +1 310-274-7652 ","Address: 9036 Vista Grande St #4898, Los Angeles, CA 90069, United States ","https://www.google.com/maps/place/Brown-Buckley+Inc/data=!4m7!3m6!1s0x80c2bea6e9e96e31:0xbd99020fc40dcd7d!8m2!3d34.0865238!4d-118.3889943!16s%2Fg%2F1tf_nkqj!19sChIJMW7p6aa-woARfc0NxA8Cmb0?authuser=0&hl=en&rclk=1",contact@brownbuckleyinc.com
"ChIJrQ4Qq3i8woARKPbQo475L68","LA Closet Design","http://laclosetdesign.com/"," +1 310-289-1311 ","Address: 10599 Wilshire Blvd #511, Los Angeles, CA 90024, United States ","https://www.google.com/maps/place/LA+Closet+Design/data=!4m7!3m6!1s0x80c2bc78ab100ead:0xaf2ff98ea3d0f628!8m2!3d34.0622078!4d-118.4335536!16s%2Fg%2F1xgrn5_n!19sChIJrQ4Qq3i8woARKPbQo475L68?authuser=0&hl=en&rclk=1",info@laclosetdesign.com, meredith@ligneagency.com, alexandra@adhpublicrelations.com
"ChIJ7-68rdTGj4ARajowVFUovnI","Home Decor Designs","http://homedecordesigns.com/"," +1 510-440-9662 ","Address: Olive Ave, Fremont, CA 94539, United States ","https://www.google.com/maps/place/Home+Decor+Designs/data=!4m7!3m6!1s0x808fc6d4adbceeef:0x72be285554303a6a!8m2!3d37.534998!4d-121.936956!16s%2Fg%2F11xm8p13t!19sChIJ7-68rdTGj4ARajowVFUovnI?authuser=0&hl=en&rclk=1",undefined
"ChIJAQBw4rIwgYARiHYrAwomX-4","Dream Catcher Interiors","http://www.dreamcatcherinteriors.com/"," +1 707-884-9655 ","Address: 39200 S, CA-1, Gualala, CA 95445, United States ","https://www.google.com/maps/place/Dream+Catcher+Interiors/data=!4m7!3m6!1s0x808130b2e2700001:0xee5f260a032b7688!8m2!3d38.7675266!4d-123.5299452!16s%2Fg%2F11g079hytf!19sChIJAQBw4rIwgYARiHYrAwomX-4?authuser=0&hl=en&rclk=1",undefined
"ChIJP_WKcuGbwoARATW9TjESe88","LB Interiors","http://www.lbinteriorsdecor.com/"," +1 818-282-2555 ","Address: Avenida Soltura, Camarillo, CA 93010, United States ","https://www.google.com/maps/place/LB+Interiors/data=!4m7!3m6!1s0x80c29be1728af53f:0xcf7b12314ebd3501!8m2!3d34.2345705!4d-119.0589981!16s%2Fg%2F1vd71l7d!19sChIJP_WKcuGbwoARATW9TjESe88?authuser=0&hl=en&rclk=1",lbinteriors.interiordesign@gmail.com
"ChIJY4ZguCg_hIARKOtBpFQXg70","Julia Bombardier Certified Interior Designer","No Value"," +1 707-280-2338 ","Address: 145 Wikiup Dr, Santa Rosa, CA 95403, United States ","https://www.google.com/maps/place/Julia+Bombardier+Certified+Interior+Designer/data=!4m7!3m6!1s0x80843f28b8608663:0xbd831754a441eb28!8m2!3d38.5084578!4d-122.7585228!16s%2Fg%2F11cmb_jdff!19sChIJY4ZguCg_hIARKOtBpFQXg70?authuser=0&hl=en&rclk=1",undefined
"ChIJU_YGybvtj4ARHdOrXmiNZmw","KloudB Studio Interior Design & Remodel Management","https://www.kloudb.com/"," +1 323-440-8618 ","Address: 6775 Golden Gate Dr Suite 408, Dublin, CA 94568, United States ","https://www.google.com/maps/place/KloudB+Studio+Interior+Design+%26+Remodel+Management/data=!4m7!3m6!1s0x808fedbbc906f653:0x6c668d685eabd31d!8m2!3d37.703675!4d-121.9283781!16s%2Fg%2F11krdwfdv1!19sChIJU_YGybvtj4ARHdOrXmiNZmw?authuser=0&hl=en&rclk=1",undefined
"ChIJtYQxeHZ9mYARs09zrcZiqkA","Dragonfly Designs","No Value"," +1 530-583-6076 ","Address: 475 N Lake Blvd, Tahoe City, CA 96145, United States ","https://www.google.com/maps/place/Dragonfly+Designs/data=!4m7!3m6!1s0x80997d76783184b5:0x40aa62c6ad734fb3!8m2!3d39.1705865!4d-120.1416901!16s%2Fg%2F1tgpbjdq!19sChIJtYQxeHZ9mYARs09zrcZiqkA?authuser=0&hl=en&rclk=1",undefined
"ChIJV19bDZt9mYARf9akWucC_qs","I D3","http://www.idthree.net/"," +1 530-581-2895 ","Address: 305 W Lake Blvd, Tahoe City, CA 96145, United States ","https://www.google.com/maps/place/I+D3/data=!4m7!3m6!1s0x80997d9b0d5b5f57:0xabfe02e75aa4d67f!8m2!3d39.1617859!4d-120.1452017!16s%2Fg%2F1tghdcwx!19sChIJV19bDZt9mYARf9akWucC_qs?authuser=0&hl=en&rclk=1",info@idthree.net
"ChIJw7dBoo3Z7YoRduk91cizV-Q","Dandelion & Lilith","https://dandelion-lilith.business.site/?utm_source=gmb&utm_medium=referral"," +1 720-626-8338 ","No Value","https://www.google.com/maps/place/Dandelion+%26+Lilith/data=!4m7!3m6!1s0x8aedd98da241b7c3:0xe457b3c8d53de976!8m2!3d39.3517594!4d-120.1894355!16s%2Fg%2F11rwrlxbpl!19sChIJw7dBoo3Z7YoRduk91cizV-Q?authuser=0&hl=en&rclk=1",undefined
"ChIJcXn6PwC-dkURnYa0Kxpuj5U","Sarah M Creative","http://www.sarahmcreative.com/"," +1 802-777-4457 ","No Value","https://www.google.com/maps/place/Sarah+M+Creative/data=!4m7!3m6!1s0x4576be003ffa7971:0x958f6e1a2bb4869d!8m2!3d39.2273156!4d-120.110372!16s%2Fg%2F11t9pydz1q!19sChIJcXn6PwC-dkURnYa0Kxpuj5U?authuser=0&hl=en&rclk=1",sarahm@me.com
"ChIJPy2_FLJU2YARCg3KIajTk1M","DNA Design Group, LLC","http://www.dnadesigngroup.com/"," +1 619-235-6882 ","Address: 1039 Silverado St, La Jolla, CA 92037, United States ","https://www.google.com/maps/place/DNA+Design+Group,+LLC/data=!4m7!3m6!1s0x80d954b214bf2d3f:0x5393d3a821ca0d0a!8m2!3d32.8451875!4d-117.2729726!16s%2Fg%2F1tj91v8q!19sChIJPy2_FLJU2YARCg3KIajTk1M?authuser=0&hl=en&rclk=1",info@dnadesigngroup.com
"ChIJmUapmc_r3IARoKkvRbDh6NQ","CK Design & Staging","http://www.ckdesignandstaging.com/"," +1 909-312-1843 ","No Value","https://www.google.com/maps/place/CK+Design+%26+Staging/data=!4m7!3m6!1s0x80dcebcf99a94699:0xd4e8e1b0452fa9a0!8m2!3d33.9414784!4d-117.458476!16s%2Fg%2F11j0c6tw2t!19sChIJmUapmc_r3IARoKkvRbDh6NQ?authuser=0&hl=en&rclk=1",caroline@ckdesignandstaging.com
"ChIJp0DbjPzr3IAROLnIk4lV4Dg","Lynn Wittick Interiors","https://lynnwittickinteriors.com/"," +1 949-697-1868 ","Address: 20 Santa Gustavo, Rancho Santa Margarita, CA 92688, United States ","https://www.google.com/maps/place/Lynn+Wittick+Interiors/data=!4m7!3m6!1s0x80dcebfc8cdb40a7:0x38e0558993c8b938!8m2!3d33.629139!4d-117.6107593!16s%2Fg%2F11k02sthdx!19sChIJp0DbjPzr3IAROLnIk4lV4Dg?authuser=0&hl=en&rclk=1",lynn@lynnwittickinteriors.com
"ChIJOSkTxJO33IAR_ruTCZrgGmo","Dreamscape Design Group","https://dreamscapedg.com/contact-us-1/"," +1 951-281-7360 ","Address: 420 N McKinley St, Corona, CA 92879, United States ","https://www.google.com/maps/place/Dreamscape+Design+Group/data=!4m7!3m6!1s0x80dcb793c4132939:0x6a1ae09a0993bbfe!8m2!3d33.8888804!4d-117.5212424!16s%2Fg%2F11gmw6wpb3!19sChIJOSkTxJO33IAR_ruTCZrgGmo?authuser=0&hl=en&rclk=1",info@dreamscapedg.com
"ChIJoQfKdjb624ARCwCoocwvMss","Design Management","No Value"," +1 858-679-0109 ","Address: 12605 Poway Rd # C, Poway, CA 92064, United States ","https://www.google.com/maps/place/Design+Management/data=!4m7!3m6!1s0x80dbfa3676ca07a1:0xcb322fcca1a8000b!8m2!3d32.9532893!4d-117.0578246!16s%2Fg%2F1v8gcb34!19sChIJoQfKdjb624ARCwCoocwvMss?authuser=0&hl=en&rclk=1",undefined
"ChIJ_____09G2YAR54-X1uJp5Mk","InterAlia Design","No Value"," +1 619-892-0972 ","Address: 6223 Avenida De Las Vistas UNIT 4, San Diego, CA 92154, United States ","https://www.google.com/maps/place/InterAlia+Design/data=!4m7!3m6!1s0x80d9464fffffffff:0xc9e469e2d6978fe7!8m2!3d32.5798557!4d-117.003607!16s%2Fg%2F1tfwdslp!19sChIJ_____09G2YAR54-X1uJp5Mk?authuser=0&hl=en&rclk=1",undefined
"ChIJte0v_G3-24ARoojECdC46kw","Intermix Ineriors","http://www.intermixinteriors.com/"," +1 619-203-2084 ","Address: 10897 Portobelo Dr, San Diego, CA 92124, United States ","https://www.google.com/maps/place/Intermix+Ineriors/data=!4m7!3m6!1s0x80dbfe6dfc2fedb5:0x4ceab8d009c488a2!8m2!3d32.8404274!4d-117.0915719!16s%2Fg%2F1tf7y01k!19sChIJte0v_G3-24ARoojECdC46kw?authuser=0&hl=en&rclk=1",undefined
"ChIJAQBAXOZU2YARqfdhW4nHyuk","InteriorEcho","https://interiorecho.com/contact/"," +1 619-405-4238 ","Address: 4075 Park Blvd, San Diego, CA 92103, United States ","https://www.google.com/maps/place/InteriorEcho/data=!4m7!3m6!1s0x80d954e65c400001:0xe9cac7895b61f7a9!8m2!3d32.7518526!4d-117.1458689!16s%2Fg%2F11v5jkx821!19sChIJAQBAXOZU2YARqfdhW4nHyuk?authuser=0&hl=en&rclk=1",hello@interiorecho.com
"ChIJjUlt4ulU2YARZmhXrQTWoiw","D K Urban Living","http://www.dkurbanliving.com/"," +1 619-871-8528 ","Address: 7515 Phoenix Dr, La Mesa, CA 91941, United States ","https://www.google.com/maps/place/D+K+Urban+Living/data=!4m7!3m6!1s0x80d954e9e26d498d:0x2ca2d604ad576866!8m2!3d32.7512195!4d-117.0362251!16s%2Fg%2F1td2zrgt!19sChIJjUlt4ulU2YARZmhXrQTWoiw?authuser=0&hl=en&rclk=1",david@dkurbanliving.com, 20david@dkurbanliving.com
"ChIJS_xouao7mYAR8Pfad58AeP0","Steph Nash Decor & Interior Design","https://stephnashinteriordesign.co/"," +1 775-895-3976 ","Address: 313 Flint St, Reno, NV 89501, United States ","https://www.google.com/maps/place/Steph+Nash+Decor+%26+Interior+Design/data=!4m7!3m6!1s0x80993baab968fc4b:0xfd78009f77daf7f0!8m2!3d39.5215093!4d-119.8156301!16s%2Fg%2F11kmxll40g!19sChIJS_xouao7mYAR8Pfad58AeP0?authuser=0&hl=en&rclk=1",jonpinhorn.typedesign@gmail.com, amkryukov@gmail.com
"ChIJ5U8rnfUVmYARWLmGo5eC_Sg","Luxe Life Home Staging","http://luxelifehomestaging.com/"," +1 775-525-9900 ","Address: 1050 Lampe Rd, Reno, NV 89511, United States ","https://www.google.com/maps/place/Luxe+Life+Home+Staging/data=!4m7!3m6!1s0x809915f59d2b4fe5:0x28fd8297a386b958!8m2!3d39.4138148!4d-119.7679728!16s%2Fg%2F11h21qnwn4!19sChIJ5U8rnfUVmYARWLmGo5eC_Sg?authuser=0&hl=en&rclk=1",angila@luxelifehomestaging.com
"ChIJazTjQgD524ARTlTFHZuo_qo","Aura Collective","http://auracollectiveco.com/"," +1 619-380-7262 ","Address: 7933 Silverton Ave Suite 708, San Diego, CA 92126, United States ","https://www.google.com/maps/place/Aura+Collective/data=!4m7!3m6!1s0x80dbf90042e3346b:0xaafea89b1dc5544e!8m2!3d32.8897766!4d-117.1506469!16s%2Fg%2F11hsykxd3s!19sChIJazTjQgD524ARTlTFHZuo_qo?authuser=0&hl=en&rclk=1",hello@auracollectiveco.com, ashley@auracollectiveco.com, megan@auracollectiveco.com
"ChIJ4-qOmPn_24ARSrrmuqt_YDo","Mesa Interior Design Club","http://mesainteriordesignclub.com/","No value","Address: Interior Design Department, 7250 Mesa College Dr, San Diego, CA 92111, United States ","https://www.google.com/maps/place/Mesa+Interior+Design+Club/data=!4m7!3m6!1s0x80dbfff9988eeae3:0x3a607fabbae6ba4a!8m2!3d32.8049286!4d-117.1691199!16s%2Fg%2F11llqvlng2!19sChIJ4-qOmPn_24ARSrrmuqt_YDo?authuser=0&hl=en&rclk=1",mesa.interior.design@gmail.com
"ChIJ631yxvtY2YARuMbTRgd54q4","San Diego Botanicals Inc","http://sandiegobotanicals.com/"," +1 619-528-0119 ","Address: 8290 Vickers St Suite F, San Diego, CA 92111, United States ","https://www.google.com/maps/place/San+Diego+Botanicals+Inc/data=!4m7!3m6!1s0x80d958fbc6727deb:0xaee2790746d3c6b8!8m2!3d32.8280044!4d-117.1475233!16s%2Fg%2F1td3rsl_!19sChIJ631yxvtY2YARuMbTRgd54q4?authuser=0&hl=en&rclk=1",info@sandiegobotanicals.com
"ChIJAQDAMFQH3IARS3n3TeOxXRQ","Keller Interiors","https://www.kellerinteriors.com/location/san-diego-ca"," +1 619-349-4743 ","Address: 6496 Marindustry Pl, San Diego, CA 92121, United States ","https://www.google.com/maps/place/Keller+Interiors/data=!4m7!3m6!1s0x80dc075430c00001:0x145db1e34df7794b!8m2!3d32.8824023!4d-117.1771155!16s%2Fg%2F11srgkc345!19sChIJAQDAMFQH3IARS3n3TeOxXRQ?authuser=0&hl=en&rclk=1",shannonmitchell@kellerinteriors.com, shaylanorwood@kellerinteriors.com, martinsmith@kellerinteriors.com
"ChIJbyXJqM_424ARDLH3pMntHsA","Contemporary Design Group","http://www.contemporarydesign.com/"," +1 800-523-3749 ","Address: 8380 Arjons Dr, San Diego, CA 92126, United States ","https://www.google.com/maps/place/Contemporary+Design+Group/data=!4m7!3m6!1s0x80dbf8cfa8c9256f:0xc01eedc9a4f7b10c!8m2!3d32.8949149!4d-117.1408597!16s%2Fg%2F1w665q31!19sChIJbyXJqM_424ARDLH3pMntHsA?authuser=0&hl=en&rclk=1",undefined
"ChIJ5WMapVL_24ARYtSa0EMDmfg","Studio+Light","http://www.studiopluslight.com/"," +1 858-433-0650 ","Address: 9555 Distribution Ave, San Diego, CA 92121, United States ","https://www.google.com/maps/place/Studio%2BLight/data=!4m7!3m6!1s0x80dbff52a51a63e5:0xf8990343d09ad462!8m2!3d32.8807525!4d-117.1623786!16s%2Fg%2F11b77ktrc2!19sChIJ5WMapVL_24ARYtSa0EMDmfg?authuser=0&hl=en&rclk=1",sales@tazzlighting.com
"ChIJ8xeeZpH_24ARfYZfYZt5Pkg","La Jolla Cabinetry And Design","http://lajollacabinetrydesign-pa.squarespace.com/custom-cabinetry"," +1 760-617-7996 ","Address: 4656 Ruffner St SUITE #220, San Diego, CA 9211, United States ","https://www.google.com/maps/place/La+Jolla+Cabinetry+And+Design/data=!4m7!3m6!1s0x80dbff91669e17f3:0x483e799b615f867d!8m2!3d32.8256373!4d-117.1577218!16s%2Fg%2F11flbdhc5h!19sChIJ8xeeZpH_24ARfYZfYZt5Pkg?authuser=0&hl=en&rclk=1",gpastusak@msn.com
"ChIJj9ZRc7T424ARvHF-vM2t3jQ","Diversified Drapery Products","http://www.diversifieddraperyproductslll.com/"," +1 858-689-1614 ","Address: 9030 Kenamar Dr #301, San Diego, CA 92121, United States ","https://www.google.com/maps/place/Diversified+Drapery+Products/data=!4m7!3m6!1s0x80dbf8b47351d68f:0x34deadcdbc7e71bc!8m2!3d32.8871435!4d-117.1570529!16s%2Fg%2F1tmcmjgp!19sChIJj9ZRc7T424ARvHF-vM2t3jQ?authuser=0&hl=en&rclk=1",undefined
"ChIJdYTd-f9suGgRj3o92q2hC4o","Spaces by Wen","http://www.spacesbywen.com/"," +1 508-326-8233 ","No Value","https://www.google.com/maps/place/Spaces+by+Wen/data=!4m7!3m6!1s0x68b86cfff9dd8475:0x8a0ba1adda3d7a8f!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11kb9jz8gh!19sChIJdYTd-f9suGgRj3o92q2hC4o?authuser=0&hl=en&rclk=1",spacesbywen@gmail.com
"ChIJuXixpguiiFQRyTxiGqneYPM","Interior Design Group","https://www.bcinteriordesigngroup.com/"," (250) 751-0922 ","Address: 4311 Boban Dr Suite 200, Nanaimo, BC V9T 5V9 ","https://www.google.com/maps/place/Interior+Design+Group/data=!4m7!3m6!1s0x5488a20ba6b178b9:0xf360dea91a623cc9!8m2!3d49.2081684!4d-124.0326316!16s%2Fg%2F1tycwbsq!19sChIJuXixpguiiFQRyTxiGqneYPM?authuser=0&hl=en&rclk=1",info@bcinteriordesigngroup.com
"ChIJQ9C8S9rT6YARhnBMUgIAtkA","Manoy’s Home Staging","https://manoys-home-staging.business.site/"," +1 661-645-5528 ","Address: 395 Marina Cir, Piru, CA 93040, United States ","https://www.google.com/maps/place/Manoy%E2%80%99s+Home+Staging/data=!4m7!3m6!1s0x80e9d3da4bbcd043:0x40b60002524c7086!8m2!3d34.4118099!4d-118.7924651!16s%2Fg%2F11gy6hzhjd!19sChIJQ9C8S9rT6YARhnBMUgIAtkA?authuser=0&hl=en&rclk=1",undefined
"ChIJD0rZphky6IARJde8RAG-GWs","Bella Window Designs","http://www.bellawindowdesigns.com/"," +1 805-433-4672 ","Address: 390 Bard St, Moorpark, CA 93021, United States ","https://www.google.com/maps/place/Bella+Window+Designs/data=!4m7!3m6!1s0x80e83219a6d94a0f:0x6b19be0144bcd725!8m2!3d34.2827361!4d-118.8790337!16s%2Fg%2F1td4vl9k!19sChIJD0rZphky6IARJde8RAG-GWs?authuser=0&hl=en&rclk=1",undefined
"ChIJ1RrN6r4v6IARdzurDnIwDV0","Kylie Interiors","https://www.kyliesinteriors.com/"," +1 805-432-4762 ","Address: 480 E Easy St #3, Simi Valley, CA 93065, United States ","https://www.google.com/maps/place/Kylie+Interiors/data=!4m7!3m6!1s0x80e82fbeeacd1ad5:0x5d0d30720eab3b77!8m2!3d34.2741994!4d-118.788399!16s%2Fg%2F11k0w9msb6!19sChIJ1RrN6r4v6IARdzurDnIwDV0?authuser=0&hl=en&rclk=1",info@kylieinteriors.com, info@kyliesinteriors.com
"ChIJXTGa99Uz6IARvYCjGUYeogE","Deborah Woerner Interiors Services","No Value"," +1 805-529-5132 ","Address: 4208 Kingsview Rd, Moorpark, CA 93021, United States ","https://www.google.com/maps/place/Deborah+Woerner+Interiors+Services/data=!4m7!3m6!1s0x80e833d5f79a315d:0x1a21e4619a380bd!8m2!3d34.2667659!4d-118.911311!16s%2Fg%2F1tm88rcr!19sChIJXTGa99Uz6IARvYCjGUYeogE?authuser=0&hl=en&rclk=1",undefined
"ChIJwS56X5Ix6IARe1qboraK6zY","Clayton Harris Williams","No Value"," +1 805-529-0250 ","Address: 3876 Hunters Grove Ct, Moorpark, CA 93021, United States ","https://www.google.com/maps/place/Clayton+Harris+Williams/data=!4m7!3m6!1s0x80e831925f7a2ec1:0x36eb8ab6a29b5a7b!8m2!3d34.2615259!4d-118.8859269!16s%2Fg%2F11cmnlz4ss!19sChIJwS56X5Ix6IARe1qboraK6zY?authuser=0&hl=en&rclk=1",undefined
"ChIJ14weowlEmYARWIlO7mJ28ec","K. Donavan","http://www.kdonavan.com/"," +1 775-412-1515 ","Address: 121 Woodland Ave #160, Reno, NV 89523, United States ","https://www.google.com/maps/place/K.+Donavan/data=!4m7!3m6!1s0x80994409a31e8cd7:0xe7f17662ee4e8958!8m2!3d39.5048601!4d-119.8972559!16s%2Fg%2F11f125nlp1!19sChIJ14weowlEmYARWIlO7mJ28ec?authuser=0&hl=en&rclk=1",undefined
"ChIJOZL12qNHmYARgBz2dhF0wbc","Flow Designs","https://www.flowdesignsreno.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing"," +1 775-971-4122 ","Address: 129 Bell St, Reno, NV 89503, United States ","https://www.google.com/maps/place/Flow+Designs/data=!4m7!3m6!1s0x809947a3daf59239:0xb7c1741176f61c80!8m2!3d39.5246603!4d-119.8212445!16s%2Fg%2F11h_kcxd5x!19sChIJOZL12qNHmYARgBz2dhF0wbc?authuser=0&hl=en&rclk=1",undefined
"ChIJr_ZjtiBHmYAR8Bep_6nf7L8","Chase’N Design","https://www.chasendesign.com/"," +1 775-636-4948 ","Address: 7750 W 4th St #114, Reno, NV 89523, United States ","https://www.google.com/maps/place/Chase%E2%80%99N+Design/data=!4m7!3m6!1s0x80994720b663f6af:0xbfecdfa9ffa917f0!8m2!3d39.508678!4d-119.8922486!16s%2Fg%2F11f3rlklw6!19sChIJr_ZjtiBHmYAR8Bep_6nf7L8?authuser=0&hl=en&rclk=1",chasendesign@gmail.com
"ChIJ2XpxARcVmYARMJJjLhLyNkY","Mindful Design","http://www.mindfuldesignreno.com/"," +1 775-691-6619 ","No Value","https://www.google.com/maps/place/Mindful+Design/data=!4m7!3m6!1s0x8099151701717ad9:0x4636f2122e639230!8m2!3d39.5616645!4d-119.7914759!16s%2Fg%2F1tfrg_xz!19sChIJ2XpxARcVmYARMJJjLhLyNkY?authuser=0&hl=en&rclk=1",lisa@mindfuldesignreno.com
"ChIJk4It69KQt20R9hm8BB7L5IE","West Rose Design","http://westrosedesign.com/"," +1 775-440-0543 ","No Value","https://www.google.com/maps/place/West+Rose+Design/data=!4m7!3m6!1s0x6db790d2eb2d8293:0x81e4cb1e04bc19f6!8m2!3d38.308206!4d-121.641122!16s%2Fg%2F11t0576m0h!19sChIJk4It69KQt20R9hm8BB7L5IE?authuser=0&hl=en&rclk=1",undefined
"ChIJe43dXVxHmYARkzirphiIGB0","Reinhart Interiors","http://www.reinhartinteriors.com/"," +1 203-521-5485 ","No Value","https://www.google.com/maps/place/Reinhart+Interiors/data=!4m7!3m6!1s0x8099475c5ddd8d7b:0x1d188818a6ab3893!8m2!3d40.5378766!4d-96.5009424!16s%2Fg%2F11n5m539yr!19sChIJe43dXVxHmYARkzirphiIGB0?authuser=0&hl=en&rclk=1",lauren@reinhartinteriors.com
"ChIJq23gkjU_mYARugBfieLXuBw","Spaces Design & Planning","http://www.spaces-design.com/"," +1 775-626-2212 ","Address: 4185 Plateau Rd, Reno, NV 89519, United States ","https://www.google.com/maps/place/Spaces+Design+%26+Planning/data=!4m7!3m6!1s0x80993f3592e06dab:0x1cb8d7e2895f00ba!8m2!3d39.4956005!4d-119.8832743!16s%2Fg%2F1v16qk5c!19sChIJq23gkjU_mYARugBfieLXuBw?authuser=0&hl=en&rclk=1",camille@spaces-design.com
"ChIJVQVYbEdEmYARL9N9XEu12Qc","Center Stage and Design","http://www.centerstageanddesign.com/"," +1 775-234-2175 ","Address: 615 Spice Island Dr Suite 1 Suite 1, Sparks, NV 89431, United States ","https://www.google.com/maps/place/Center+Stage+and+Design/data=!4m7!3m6!1s0x809944476c580555:0x7d9b54b5c7dd32f!8m2!3d39.518212!4d-119.73758!16s%2Fg%2F11f3787nbw!19sChIJVQVYbEdEmYARL9N9XEu12Qc?authuser=0&hl=en&rclk=1",contact@centerstageanddesign.com
"ChIJNckf48dAmYARI5ta2C6YPYQ","Aspen Leaf Interiors","https://www.aspenleafinteriors.com/"," +1 775-470-5494 ","Address: 739 Plumas St, Reno, NV 89501, United States ","https://www.google.com/maps/place/Aspen+Leaf+Interiors/data=!4m7!3m6!1s0x809940c7e31fc935:0x843d982ed85a9b23!8m2!3d39.5171413!4d-119.8128972!16s%2Fg%2F11fy19l6y6!19sChIJNckf48dAmYARI5ta2C6YPYQ?authuser=0&hl=en&rclk=1",design@alifirm.com
